Dpt/Maille/Point/Haie;Dept;Maille;Point;PE;agricole;bati;foret;length;Observateur;Date;:eure;assise;classification;ornementale;ripisylve;intervention;taille;continuite;longueur;hauteur;largeur;bande;cloture;fosse;vieux;tetards;emondes;cavite;morts;plessee;nids;composition1;composition2;composition3;exotiques;lianes;occsol1;occsol2;Commentaire(s) e?ventuel(s) ;Accenteur mouchet;Alouette lulu;Bergeronnette des ruisseaux;Bergeronnette grise;Bergeronnette printanière;Bouvreuil pivoine;Bruant des roseaux;Bruant jaune;Bruant proyer;Bruant zizi;Busard cendré;Buse variable;Chardonneret élégant;Choucas des tours;Coucou gris;Effraie des clochers;Épervier d'Europe;Faucon crécerelle;Faucon hobereau;Fauvette à tête noire;Fauvette babillarde;Fauvette des jardins;Fauvette grisette;Fauvette indéterminée;Gobemouche gris;Gobemouche noir;Grimpereau des bois;Grimpereau des jardins;Grosbec casse-noyaux;Guêpier d'Europe;Héron cendré;Hirondelle de fenêtre;Hirondelle de rivage;Hirondelle rustique;Hypolaïs polyglotte;Linotte mélodieuse;Locustelle tachetée;Loriot d'Europe;Martin-pêcheur d'Europe;Mésange à longue queue;Mésange bleue;Mésange charbonnière;Mésange indéterminée;Mésange noire;Mésange nonnette;Milan noir;Moineau domestique;Moineau friquet;Phragmite des joncs;Pic épeiche;Pic épeichette;Pic mar;Pic vert;Pie-grièche écorcheur;Pinson des arbres;Pipit des arbres;Pipit farlouse;Pouillot fitis;Pouillot indéterminé;Pouillot véloce;Roitelet à triple bandeau;Rossignol philomèle;Rougegorge familier;Rougequeue à front blanc;Rougequeue noir;Rousserolle effarvatte;Rousserolle verderolle;Serin cini;Sittelle torchepot;Tarier pâtre;Tarin des aulnes;Torcol fourmilier;Tourterelle des bois;Tourterelle turque;Traquet motteux;Troglodyte mignon;Verdier d'Europe
57/M14/6/H1;57;M14;6;57/M14/6;65,43585789;0,005721182;0;2967,872416;HOFFMANN Nicolas;28/04/2021;07:20:37;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;non;non;non;non;non;aubépine;prunellier;saule;non;non;prairie;chemin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M14/7/H;57;M14;7;57/M14/7;67,21609778;16,10707008;0;3646,119661;HOFFMANN Nicolas;23/04/2021;16:06:43;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;sur 1 co?te? ;non;oui;non;non;oui;non;non;non;saule;prunellier;chêne;non;non;rivière;prairie;Ripisylve en bordure d'étang mais catégorie non disponible;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
57/M14/8/H;57;M14;8;57/M14/8;67,37081183;8,794271097;0;4055,185466;HOFFMANN Nicolas;23/04/2021;15:43:45;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;2;oui >1 m;non;non;oui;non;non;non;oui;non;non;aubépine;prunellier;cerisier à grappe;non;non;prairie;prairie;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M14/8/H1;57;M14;8;57/M14/8;67,37081183;8,794271097;0;4055,185466;HOFFMANN Nicolas;23/04/2021;15:46:40;haie a plat ;C : Haie spontane?e en cours d’installation (ni arbustes, ni arbres) ;non;non;pas d’entretien re?cent ;non;plus de troue?es que de haie;3;2;1;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;aubépine;prunellier;prunellier;non;non;prairie;prairie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M14/9/H;57;M14;9;57/M14/9;54,54615652;8,935934696;0;7494,635376;HOFFMANN Nicolas;23/04/2021;16:15:52;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;oui;non;non;oui;non;non;non;aubépine;prunellier;saule;non;non;rivière;prairie;Haie en ripisylve d'etang et non de rivière;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
57/M14/9/H1;57;M14;9;57/M14/9;54,54615652;8,935934696;0;7494,635376;HOFFMANN Nicolas;26/04/2021;08:01:17;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;4;2;oui >1 m;sur 1 co?te? ;non;oui;non;non;non;non;non;non;aubépine;prunellier;prunellier;non;non;prairie;prairie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M20/3/H1;57;M20;3;57/M20/3;87,86960864;8,551191279;0;1590,5328;Pierrick Moreau;09/05/2021;0,284722222;talus;B : Jeune haie plante?e (<2 m de hauteur);non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;2;1;oui <1 m;sur 1 co?te? ;oui;non;non;non;non;non;non;non;sureau;rosier sauvage;;non;non;culture;parcelle nue;C2 : Station d'épuration. ;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
57/M20/3/H2;57;M20;3;57/M20/3;87,86960864;8,551191279;0;1590,5328;Pierrick Moreau;09/05/2021;0,284722222;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en sommet et façade;non;haie continue;3;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;saule;prunellier;;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
57/M20/5/H1;57;M20;5;57/M20/5;98,01584323;0;0;4352,820386;Pierrick Moreau;09/05/2021;0,314583333;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;1;4;3;oui <1 m;sur 1 co?te? ;oui;non;non;non;non;non;non;non;prunellier;aubépine;;non;non;culture;culture;C2 : cultutre et prairie ;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M20/5/H2;57;M20;5;57/M20/5;98,01584323;0;0;4352,820386;Pierrick Moreau;09/05/2021;0,314583333;talus;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;3;2;non;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;aubépine;troène;non;non;prairie;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M20/5/H3;57;M20;5;57/M20/5;98,01584323;0;0;4352,820386;Pierrick Moreau;09/05/2021;0,314583333;talus;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;3;3;2;non;sur 1 co?te? ;non;non;non;non;non;non;non;non;prunellier;aubépine;;non;non;prairie;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M20/9/H1;57;M20;9;57/M20/9;96,65523121;0;0;4936,390929;Pierrick Moreau;09/05/2021;0,301388889;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;non;oui;non;non;non;non;non;non;non;aubépine;saule;rosier sauvage;non;non;rivière;prairie ;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M20/9/H2;57;M20;9;57/M20/9;96,65523121;0;0;4936,390929;Pierrick Moreau;09/05/2021;0,301388889;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;taille en fac?ade des 2 co?te?s ;non;haie avec quelques troue?es ;2;2;1;oui <1 m;non;non;non;non;non;non;non;non;non;aubépine;prunellier;rosier sauvage;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
57/M22/1/H;57;M22;1;57/M22/1;70,06465926;0;0;11051,77522;PATIER Nicolas;29/04/2021 10:20;;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;1;4;3;oui <1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;eglantier;;chêne;non;non;prairie;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
57/M22/2/H;57;M22;2;57/M22/2;85,93038061;0;0;4930,295688;PATIER Nicolas;29/04/2021 10:15;;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;4;3;oui >1 m;sur 1 co?te? ;non;oui;non;non;non;non;non;non;aubépine;chêne;eglantier;non;non;chemin;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
57/M22/3/H;57;M22;3;57/M22/3;91,25801228;0;3,829037562;843,4736775;PATIER Nicolas;29/04/2021 10:07;;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;oui;haie avec quelques troue?es ;1;4;3;oui >1 m;sur 1 co?te? ;oui;oui;non;non;oui;non;non;non;aubépine;chêne;saule;non;non;prairie;chemin;;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0
57/M22/4/H;57;M22;4;57/M22/4;74,42727601;0;0;10213,76514;PATIER Nicolas;29/04/2021 09:53;;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;arrachage;oui;haie avec quelques troue?es ;3;4;3;oui >1 m;non;oui;oui;oui;non;oui;oui;non;non;aubépine;aulne glutineux;saule;non;non;culture;prairie;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
57/M22/5/H;57;M22;5;57/M22/5;72,9589971;0;20,21429304;5978,361724;PATIER Nicolas;29/04/2021 09:59;;haie a plat ;H : Alignement d'arbres (pas de buissons, pas d'arbustes);non;non;pas d’entretien re?cent ;non;plus de troue?es que de haie;1;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;pommier;;;non;non;culture;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M22/7/H;57;M22;7;57/M22/7;83,94928799;0;0;3930,21526;PATIER Nicolas;29/04/2021 09:46;;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;oui;oui;oui;non;oui;oui;non;non;aulne glutineux;saule;aubépine;non;non;prairie;prairie;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
57/M22/8/H1;57;M22;8;57/M22/8;76,78432481;0;13,25474988;9329,029473;PATIER Nicolas;29/04/2021 09:20;;haie a plat ;D1 : Haie buissonnante sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;1;2;2;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;aubépine;eglantier;;non;non;prairie;prairie;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M22/8/H2;57;M22;8;57/M22/8;76,78432481;0;13,25474988;9329,029473;PATIER Nicolas;29/04/2021 09:24;;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie continue;2;4;2;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;aubépine;eglantier;;non;non;chemin;prairie;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M22/8/H3;57;M22;8;57/M22/8;76,78432481;0;13,25474988;9329,029473;PATIER Nicolas;29/04/2021 09:27;;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;4;3;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;aubépine;eglantier;prunellier;non;non;prairie;prairie;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M22/9/H1;57;M22;9;57/M22/9;65,29111415;0;15,25163615;5881,451353;PATIER Nicolas;29/04/2021 09:35;;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade sur un co?te? ;non;haie avec quelques troue?es ;3;4;3;oui >1 m;sur 1 co?te? ;non;non;non;oui;non;non;non;non;aubépine;eglantier;;non;non;chemin;prairie;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M22/9/H2;57;M22;9;57/M22/9;65,29111415;0;15,25163615;5881,451353;PATIER Nicolas;29/04/2021 09:38;;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;oui;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;sur 1 co?te? ;oui;oui;non;non;oui;oui;non;non;aubépine;saule;aulne glutineux;non;non;prairie;prairie;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M24/2/H1;57;M24;2;57/M24/2;83,66439921;0;0;2518,300732;Pierrick Moreau;09/05/2021;0,388888889;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;taille en fac?ade des 2 co?te?s ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;sur 1 co?te? ;non;oui;non;non;oui;non;non;non;saule;frêne;prunellier;non;non;prairie;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M24/2/H2;57;M24;2;57/M24/2;83,66439921;0;0;2518,300732;Pierrick Moreau;09/05/2021;0,388888889;haie a plat ;E2 : Haie arbustive avec arbres;non;non;taille en fac?ade des 2 co?te?s ;non;haie avec quelques troue?es ;3;4;2;oui <1 m;sur 1 co?te? ;non;oui;oui;non;oui;non;non;non;saule;frêne;prunellier;non;non;prairie;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M24/3/H1;57;M24;3;57/M24/3;52,70332133;19,14988242;0;5896,298013;Pierrick Moreau;09/05/2021;0,375;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;arrachage;oui;haie avec quelques troue?es ;1;4;3;non;non;non;non;non;non;non;oui;non;non;cornouiller;aubépine;prunellier;non;non;prairie;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
57/M24/3/H2;57;M24;3;57/M24/3;52,70332133;19,14988242;0;5896,298013;Pierrick Moreau;09/05/2021;0,375;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;2;4;3;oui >1 m;non;non;oui;non;oui;oui;non;non;non;aubépine;cornouiller;troène;non;non;prairie;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M24/4/H1;57;M24;4;57/M24/4;70,53889595;20,32587777;0;5464,664937;Pierrick Moreau;09/05/2021;0,345833333;haie a plat ;E1 : Haie arbustive sans arbres;non;non;taille en fac?ade des 2 co?te?s ;non;haie continue;1;4;2;oui <1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;aubépine;prunellier;;non;non;prairie;chemin;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M24/4/H2;57;M24;4;57/M24/4;70,53889595;20,32587777;0;5464,664937;Pierrick Moreau;09/05/2021;0,345833333;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;non;oui;non;non;oui;oui;non;non;prunellier;aubépine;sureau;non;non;prairie;prairie ;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M24/5/H1;57;M24;5;57/M24/5;66,97815333;19,45097245;0;7869,012541;Pierrick Moreau;09/05/2021;0,359027778;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie continue;1;4;3;oui >1 m;non;non;non;non;non;oui;oui;non;non;troène;aubépine;prunellier;non;non;prairie;culture;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
57/M24/5/H2;57;M24;5;57/M24/5;66,97815333;19,45097245;0;7869,012541;Pierrick Moreau;09/05/2021;0,359027778;haie a plat ;E2 : Haie arbustive avec arbres;non;non;pas d’entretien re?cent ;non;haie continue;1;4;3;oui >1 m;non;non;non;non;non;non;non;non;non;troène;aubépine;prunellier;non;non;prairie;prairie ;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M25/1/H;57;M25;1;57/M25/1;85,1323652;0;0;7301,170573;PATIER Nicolas;27/04/2021 10:46;;haie a plat ;F : Haie multistrate (buissons, arbustes, arbres);non;non;pas d’entretien re?cent ;non;haie continue;3;4;3;non;non;non;oui;non;non;non;oui;non;non;aubépine;merisier;frêne;non;non;culture;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M25/3/H;57;M25;3;57/M25/3;63,9004495;24,63673373;0;4577,660766;PATIER Nicolas;27/04/2021 11:50;;haie a plat ;H : Alignement d'arbres (pas de buissons, pas d'arbustes);non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;4;3;oui >1 m;non;non;oui;non;non;oui;oui;non;non;saule;frêne;;non;non;prairie;prairie;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M25/4/H1;57;M25;4;57/M25/4;88,66759749;0;0;10261,40656;PATIER Nicolas;27/04/2021 11:14;;haie a plat ;E2 : Haie arbustive avec arbres;non;oui;pas d’entretien re?cent ;non;haie avec quelques troue?es ;2;4;2;oui >1 m;non;non;oui;non;non;non;non;non;non;aubépine;eglantier;prunellier;non;non;culture;prairie;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
57/M25/4/H2;57;M25;4;57/M25/4;88,66759749;0;0;10261,40656;PATIER Nicolas;27/04/2021 11:17;;haie a plat ;E2 : Haie arbustive avec arbres;non;oui;pas d’entretien re?cent ;non;haie continue;3;4;3;oui >1 m;non;oui;non;non;non;non;oui;non;non;aubépine;prunellier;saule;non;non;culture;culture;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M25/5/H;57;M25;5;57/M25/5;70,14420325;20,9169622;0;9758,887267;PATIER Nicolas;27/04/2021 11:23;;haie a plat ;E2 : Haie arbustive avec arbres;non;non;taille en fac?ade sur un co?te? ;oui;haie continue;2;4;3;oui >1 m;sur 1 co?te? ;non;non;non;non;non;non;non;non;aubépine;tilleuil;frêne;non;non;route;prairie;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57/M25/6/H;57;M25;6;57/M25/6;62,29762699;26,04709629;0;10103,7649;PATIER Nicolas;27/04/2021 11:29;;haie a plat ;E1 : Haie arbustive sans arbres;non;non;pas d’entretien re?cent ;non;haie continue;2;3;3;oui >1 m;non;non;non;non;non;non;non;non;non;aubépine;prunellier;eglantier;non;non;prairie;prairie;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
